bank_id,cert,bank_name,report_date,segment,raw_source_files,source_archive_members,charge_off_raw_fields_and_values,recovery_raw_fields_and_values,transformation,quarterly_charge_off_thousands,quarterly_recovery_thousands,derived_segment_nco_thousands,panel_segment_nco_thousands,raw_archive_to_standard_match,derived_to_panel_match,reviewer,reviewer_conclusion,reviewer_note,limitation
1929247,33555,SOUTHSTATE BANK NA,2020-12-31,Mortgage,FFIEC CDR Call Bulk All Schedules 09302020.zip; FFIEC CDR Call Bulk All Schedules 12312020.zip,FFIEC CDR Call Bulk All Schedules 09302020.zip::FFIEC CDR Call Schedule RIBI 09302020.txt; FFIEC CDR Call Bulk All Schedules 12312020.zip::FFIEC CDR Call Schedule RIBI 12312020.txt; FFIEC CDR Call Bulk All Schedules 09302020.zip::FFIEC CDR Call Schedule RIBI 09302020.txt; FFIEC CDR Call Bulk All Schedules 12312020.zip::FFIEC CDR Call Schedule RIBI 12312020.txt,RIADC234: current_ytd=527; prior_ytd=472; quarterly=55,RIADC217: current_ytd=1147; prior_ytd=879; quarterly=268,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,55.0,268.0,-213.0,-213.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
606046,11813,CADENCE BANK,2017-12-31,CRE,FFIEC CDR Call Bulk All Schedules 09302017.zip; FFIEC CDR Call Bulk All Schedules 12312017.zip,FFIEC CDR Call Bulk All Schedules 09302017.zip::FFIEC CDR Call Schedule RIBI 09302017.txt; FFIEC CDR Call Bulk All Schedules 12312017.zip::FFIEC CDR Call Schedule RIBI 12312017.txt; FFIEC CDR Call Bulk All Schedules 09302017.zip::FFIEC CDR Call Schedule RIBI 09302017.txt; FFIEC CDR Call Bulk All Schedules 12312017.zip::FFIEC CDR Call Schedule RIBI 12312017.txt,RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC893: current_ytd=251; prior_ytd=48; quarterly=203 | RIADC895: current_ytd=2604; prior_ytd=1883; quarterly=721 | RIADC897: current_ytd=228; prior_ytd=68; quarterly=160,RIAD3589: current_ytd=6; prior_ytd=5; quarterly=1 | RIADC894: current_ytd=2096; prior_ytd=1625; quarterly=471 | RIADC896: current_ytd=1349; prior_ytd=958; quarterly=391 | RIADC898: current_ytd=386; prior_ytd=290; quarterly=96,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,1084.0,959.0,125.0,125.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
606046,11813,CADENCE BANK,2020-09-30,CRE,FFIEC CDR Call Bulk All Schedules 06302020.zip; FFIEC CDR Call Bulk All Schedules 09302020.zip,FFIEC CDR Call Bulk All Schedules 06302020.zip::FFIEC CDR Call Schedule RIBI 06302020.txt; FFIEC CDR Call Bulk All Schedules 09302020.zip::FFIEC CDR Call Schedule RIBI 09302020.txt; FFIEC CDR Call Bulk All Schedules 06302020.zip::FFIEC CDR Call Schedule RIBI 06302020.txt; FFIEC CDR Call Bulk All Schedules 09302020.zip::FFIEC CDR Call Schedule RIBI 09302020.txt,RIAD3588: current_ytd=182; prior_ytd=0; quarterly=182 | RIADC893: current_ytd=3182; prior_ytd=3182; quarterly=0 | RIADC895: current_ytd=638; prior_ytd=197; quarterly=441 | RIADC897: current_ytd=623; prior_ytd=67; quarterly=556,RIAD3589: current_ytd=5; prior_ytd=2; quarterly=3 | RIADC894: current_ytd=461; prior_ytd=409; quarterly=52 | RIADC896: current_ytd=1478; prior_ytd=1315; quarterly=163 | RIADC898: current_ytd=389; prior_ytd=183; quarterly=206,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,1179.0,424.0,755.0,755.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
606046,11813,CADENCE BANK,2023-12-31,CI,FFIEC CDR Call Bulk All Schedules 09302023.zip; FFIEC CDR Call Bulk All Schedules 12312023.zip,FFIEC CDR Call Bulk All Schedules 09302023.zip::FFIEC CDR Call Schedule RIBI 09302023.txt; FFIEC CDR Call Bulk All Schedules 12312023.zip::FFIEC CDR Call Schedule RIBI 12312023.txt; FFIEC CDR Call Bulk All Schedules 09302023.zip::FFIEC CDR Call Schedule RIBI 09302023.txt; FFIEC CDR Call Bulk All Schedules 12312023.zip::FFIEC CDR Call Schedule RIBI 12312023.txt,RIAD4638: current_ytd=72377; prior_ytd=51110; quarterly=21267,RIAD4608: current_ytd=7397; prior_ytd=5509; quarterly=1888,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,21267.0,1888.0,19379.0,19379.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
501105,588,MANUFACTURERS&TRADERS TR CO,2015-12-31,CRE,FFIEC CDR Call Bulk All Schedules 09302015.zip; FFIEC CDR Call Bulk All Schedules 12312015.zip,FFIEC CDR Call Bulk All Schedules 09302015.zip::FFIEC CDR Call Schedule RIBI 09302015.txt; FFIEC CDR Call Bulk All Schedules 12312015.zip::FFIEC CDR Call Schedule RIBI 12312015.txt; FFIEC CDR Call Bulk All Schedules 09302015.zip::FFIEC CDR Call Schedule RIBI 09302015.txt; FFIEC CDR Call Bulk All Schedules 12312015.zip::FFIEC CDR Call Schedule RIBI 12312015.txt,RIAD3588: current_ytd=456; prior_ytd=456; quarterly=0 | RIADC893: current_ytd=2793; prior_ytd=2615; quarterly=178 | RIADC895: current_ytd=11209; prior_ytd=8161; quarterly=3048 | RIADC897: current_ytd=1736; prior_ytd=981; quarterly=755,RIAD3589: current_ytd=43; prior_ytd=43; quarterly=0 | RIADC894: current_ytd=4072; prior_ytd=646; quarterly=3426 | RIADC896: current_ytd=1382; prior_ytd=796; quarterly=586 | RIADC898: current_ytd=1819; prior_ytd=1512; quarterly=307,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,3981.0,4319.0,-338.0,-338.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
395238,873,SYNOVUS BANK,2019-06-30,CRE,FFIEC CDR Call Bulk All Schedules 03312019.zip; FFIEC CDR Call Bulk All Schedules 06302019.zip,FFIEC CDR Call Bulk All Schedules 03312019.zip::FFIEC CDR Call Schedule RIBI 03312019.txt; FFIEC CDR Call Bulk All Schedules 06302019.zip::FFIEC CDR Call Schedule RIBI 06302019.txt; FFIEC CDR Call Bulk All Schedules 03312019.zip::FFIEC CDR Call Schedule RIBI 03312019.txt; FFIEC CDR Call Bulk All Schedules 06302019.zip::FFIEC CDR Call Schedule RIBI 06302019.txt,RIAD3588: current_ytd=521; prior_ytd=521; quarterly=0 | RIADC893: current_ytd=1325; prior_ytd=408; quarterly=917 | RIADC895: current_ytd=3886; prior_ytd=2835; quarterly=1051 | RIADC897: current_ytd=1505; prior_ytd=1320; quarterly=185,RIAD3589: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC894: current_ytd=764; prior_ytd=238; quarterly=526 | RIADC896: current_ytd=327; prior_ytd=39; quarterly=288 | RIADC898: current_ytd=1280; prior_ytd=41; quarterly=1239,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,2153.0,2053.0,100.0,100.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
606046,11813,CADENCE BANK,2007-09-30,CI,FFIEC CDR Call Bulk All Schedules 06302007.zip; FFIEC CDR Call Bulk All Schedules 09302007.zip,FFIEC CDR Call Bulk All Schedules 06302007.zip::FFIEC CDR Call Schedule RIBI 06302007.txt; FFIEC CDR Call Bulk All Schedules 09302007.zip::FFIEC CDR Call Schedule RIBI 09302007.txt; FFIEC CDR Call Bulk All Schedules 06302007.zip::FFIEC CDR Call Schedule RIBI 06302007.txt; FFIEC CDR Call Bulk All Schedules 09302007.zip::FFIEC CDR Call Schedule RIBI 09302007.txt,RIAD4638: current_ytd=1936; prior_ytd=1564; quarterly=372,RIAD4608: current_ytd=739; prior_ytd=400; quarterly=339,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,372.0,339.0,33.0,33.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
682563,5510,FROST BANK,2011-09-30,CRE,FFIEC CDR Call Bulk All Schedules 06302011.zip; FFIEC CDR Call Bulk All Schedules 09302011.zip,FFIEC CDR Call Bulk All Schedules 06302011.zip::FFIEC CDR Call Schedule RIBI 06302011.txt; FFIEC CDR Call Bulk All Schedules 09302011.zip::FFIEC CDR Call Schedule RIBI 09302011.txt; FFIEC CDR Call Bulk All Schedules 06302011.zip::FFIEC CDR Call Schedule RIBI 06302011.txt; FFIEC CDR Call Bulk All Schedules 09302011.zip::FFIEC CDR Call Schedule RIBI 09302011.txt,RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC893: current_ytd=2089; prior_ytd=2089; quarterly=0 | RIADC895: current_ytd=2003; prior_ytd=1140; quarterly=863 | RIADC897: current_ytd=3093; prior_ytd=3093; quarterly=0,RIAD3589: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC894: current_ytd=350; prior_ytd=340; quarterly=10 | RIADC896: current_ytd=7; prior_ytd=0; quarterly=7 | RIADC898: current_ytd=173; prior_ytd=133; quarterly=40,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,863.0,57.0,806.0,806.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
280110,17534,KEYBANK NATIONAL ASSN,2020-12-31,CRE,FFIEC CDR Call Bulk All Schedules 09302020.zip; FFIEC CDR Call Bulk All Schedules 12312020.zip,FFIEC CDR Call Bulk All Schedules 09302020.zip::FFIEC CDR Call Schedule RIBI 09302020.txt; FFIEC CDR Call Bulk All Schedules 12312020.zip::FFIEC CDR Call Schedule RIBI 12312020.txt; FFIEC CDR Call Bulk All Schedules 09302020.zip::FFIEC CDR Call Schedule RIBI 09302020.txt; FFIEC CDR Call Bulk All Schedules 12312020.zip::FFIEC CDR Call Schedule RIBI 12312020.txt,RIAD3588: current_ytd=1; prior_ytd=1; quarterly=0 | RIADC893: current_ytd=436; prior_ytd=0; quarterly=436 | RIADC895: current_ytd=8189; prior_ytd=8161; quarterly=28 | RIADC897: current_ytd=10588; prior_ytd=9708; quarterly=880,RIAD3589: current_ytd=202; prior_ytd=201; quarterly=1 | RIADC894: current_ytd=82; prior_ytd=82; quarterly=0 | RIADC896: current_ytd=2219; prior_ytd=2073; quarterly=146 | RIADC898: current_ytd=331; prior_ytd=297; quarterly=34,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,1344.0,181.0,1163.0,1163.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
2925666,35583,PINNACLE BANK,2011-09-30,CRE,FFIEC CDR Call Bulk All Schedules 06302011.zip; FFIEC CDR Call Bulk All Schedules 09302011.zip,FFIEC CDR Call Bulk All Schedules 06302011.zip::FFIEC CDR Call Schedule RIBI 06302011.txt; FFIEC CDR Call Bulk All Schedules 09302011.zip::FFIEC CDR Call Schedule RIBI 09302011.txt; FFIEC CDR Call Bulk All Schedules 06302011.zip::FFIEC CDR Call Schedule RIBI 06302011.txt; FFIEC CDR Call Bulk All Schedules 09302011.zip::FFIEC CDR Call Schedule RIBI 09302011.txt,RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC893: current_ytd=4723; prior_ytd=4003; quarterly=720 | RIADC895: current_ytd=1320; prior_ytd=1142; quarterly=178 | RIADC897: current_ytd=1504; prior_ytd=1504; quarterly=0,RIAD3589: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC894: current_ytd=697; prior_ytd=240; quarterly=457 | RIADC896: current_ytd=34; prior_ytd=9; quarterly=25 | RIADC898: current_ytd=75; prior_ytd=75; quarterly=0,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,898.0,482.0,416.0,416.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
208244,3832,OLD NATIONAL BANK,2011-06-30,CRE,FFIEC CDR Call Bulk All Schedules 03312011.zip; FFIEC CDR Call Bulk All Schedules 06302011.zip,FFIEC CDR Call Bulk All Schedules 03312011.zip::FFIEC CDR Call Schedule RIBI 03312011.txt; FFIEC CDR Call Bulk All Schedules 06302011.zip::FFIEC CDR Call Schedule RIBI 06302011.txt; FFIEC CDR Call Bulk All Schedules 03312011.zip::FFIEC CDR Call Schedule RIBI 03312011.txt; FFIEC CDR Call Bulk All Schedules 06302011.zip::FFIEC CDR Call Schedule RIBI 06302011.txt,RIAD3588: current_ytd=6; prior_ytd=0; quarterly=6 | RIADC893: current_ytd=83; prior_ytd=58; quarterly=25 | RIADC895: current_ytd=2954; prior_ytd=287; quarterly=2667 | RIADC897: current_ytd=448; prior_ytd=178; quarterly=270,RIAD3589: current_ytd=10; prior_ytd=7; quarterly=3 | RIADC894: current_ytd=39; prior_ytd=15; quarterly=24 | RIADC896: current_ytd=425; prior_ytd=270; quarterly=155 | RIADC898: current_ytd=303; prior_ytd=231; quarterly=72,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,2968.0,254.0,2714.0,2714.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
63069,17281,CITY NATIONAL BANK,2021-09-30,Mortgage,FFIEC CDR Call Bulk All Schedules 06302021.zip; FFIEC CDR Call Bulk All Schedules 09302021.zip,FFIEC CDR Call Bulk All Schedules 06302021.zip::FFIEC CDR Call Schedule RIBI 06302021.txt; FFIEC CDR Call Bulk All Schedules 09302021.zip::FFIEC CDR Call Schedule RIBI 09302021.txt; FFIEC CDR Call Bulk All Schedules 06302021.zip::FFIEC CDR Call Schedule RIBI 06302021.txt; FFIEC CDR Call Bulk All Schedules 09302021.zip::FFIEC CDR Call Schedule RIBI 09302021.txt,RIADC234: current_ytd=0; prior_ytd=0; quarterly=0,RIADC217: current_ytd=18; prior_ytd=13; quarterly=5,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,5.0,-5.0,-5.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
395238,873,SYNOVUS BANK,2020-03-31,Mortgage,FFIEC CDR Call Bulk All Schedules 03312020.zip,FFIEC CDR Call Bulk All Schedules 03312020.zip::FFIEC CDR Call Schedule RIBI 03312020.txt; FFIEC CDR Call Bulk All Schedules 03312020.zip::FFIEC CDR Call Schedule RIBI 03312020.txt,RIADC234: current_ytd=2572; quarterly=current_ytd,RIADC217: current_ytd=365; quarterly=current_ytd,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,2572.0,365.0,2207.0,2207.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
491224,11063,FIRST-CITIZENS BANK&TRUST CO,2011-09-30,CRE,FFIEC CDR Call Bulk All Schedules 06302011.zip; FFIEC CDR Call Bulk All Schedules 09302011.zip,FFIEC CDR Call Bulk All Schedules 06302011.zip::FFIEC CDR Call Schedule RIBI 06302011.txt; FFIEC CDR Call Bulk All Schedules 09302011.zip::FFIEC CDR Call Schedule RIBI 09302011.txt; FFIEC CDR Call Bulk All Schedules 06302011.zip::FFIEC CDR Call Schedule RIBI 06302011.txt; FFIEC CDR Call Bulk All Schedules 09302011.zip::FFIEC CDR Call Schedule RIBI 09302011.txt,RIAD3588: current_ytd=13841; prior_ytd=11238; quarterly=2603 | RIADC893: current_ytd=27688; prior_ytd=10347; quarterly=17341 | RIADC895: current_ytd=13721; prior_ytd=9805; quarterly=3916 | RIADC897: current_ytd=22824; prior_ytd=18163; quarterly=4661,RIAD3589: current_ytd=477; prior_ytd=91; quarterly=386 | RIADC894: current_ytd=210; prior_ytd=37; quarterly=173 | RIADC896: current_ytd=901; prior_ytd=555; quarterly=346 | RIADC898: current_ytd=88; prior_ytd=15; quarterly=73,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,28521.0,978.0,27543.0,27543.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
485559,4977,FIRST HORIZON BANK,2005-03-31,CI,FFIEC CDR Call Bulk All Schedules 03312005.zip,FFIEC CDR Call Bulk All Schedules 03312005.zip::FFIEC CDR Call Schedule RIBI 03312005.txt; FFIEC CDR Call Bulk All Schedules 03312005.zip::FFIEC CDR Call Schedule RIBI 03312005.txt,RIAD4638: current_ytd=1491; quarterly=current_ytd,RIAD4608: current_ytd=251; quarterly=current_ytd,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,1491.0,251.0,1240.0,1240.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
63069,17281,CITY NATIONAL BANK,2022-03-31,Mortgage,FFIEC CDR Call Bulk All Schedules 03312022.zip,FFIEC CDR Call Bulk All Schedules 03312022.zip::FFIEC CDR Call Schedule RIBI 03312022.txt; FFIEC CDR Call Bulk All Schedules 03312022.zip::FFIEC CDR Call Schedule RIBI 03312022.txt,RIADC234: current_ytd=0; quarterly=current_ytd,RIADC217: current_ytd=5; quarterly=current_ytd,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,5.0,-5.0,-5.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
485559,4977,FIRST HORIZON BANK,2007-06-30,CRE,FFIEC CDR Call Bulk All Schedules 03312007.zip; FFIEC CDR Call Bulk All Schedules 06302007.zip,FFIEC CDR Call Bulk All Schedules 03312007.zip::FFIEC CDR Call Schedule RIBI 03312007.txt; FFIEC CDR Call Bulk All Schedules 06302007.zip::FFIEC CDR Call Schedule RIBI 06302007.txt; FFIEC CDR Call Bulk All Schedules 03312007.zip::FFIEC CDR Call Schedule RIBI 03312007.txt; FFIEC CDR Call Bulk All Schedules 06302007.zip::FFIEC CDR Call Schedule RIBI 06302007.txt,RIAD3582: current_ytd=9399; prior_ytd=4675; quarterly=4724 | RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIAD3590: current_ytd=2755; prior_ytd=1357; quarterly=1398,RIAD3583: current_ytd=164; prior_ytd=21; quarterly=143 | RIAD3589: current_ytd=13; prior_ytd=10; quarterly=3 | RIAD3591: current_ytd=275; prior_ytd=195; quarterly=80,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,6122.0,226.0,5896.0,5896.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
3212149,57565,UBS BANK USA,2012-09-30,CRE,FFIEC CDR Call Bulk All Schedules 06302012.zip; FFIEC CDR Call Bulk All Schedules 09302012.zip,FFIEC CDR Call Bulk All Schedules 06302012.zip::FFIEC CDR Call Schedule RIBI 06302012.txt; FFIEC CDR Call Bulk All Schedules 09302012.zip::FFIEC CDR Call Schedule RIBI 09302012.txt; FFIEC CDR Call Bulk All Schedules 06302012.zip::FFIEC CDR Call Schedule RIBI 06302012.txt; FFIEC CDR Call Bulk All Schedules 09302012.zip::FFIEC CDR Call Schedule RIBI 09302012.txt,RIAD3588: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC893: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC895: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC897: current_ytd=0; prior_ytd=0; quarterly=0,RIAD3589: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC894: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC896: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC898: current_ytd=0; prior_ytd=0; quarterly=0,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,0.0,0.0,0.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
761806,18221,WEBSTER BANK NATIONAL ASSN,2024-09-30,CRE,FFIEC CDR Call Bulk All Schedules 06302024.zip; FFIEC CDR Call Bulk All Schedules 09302024.zip,FFIEC CDR Call Bulk All Schedules 06302024.zip::FFIEC CDR Call Schedule RIBI 06302024.txt; FFIEC CDR Call Bulk All Schedules 09302024.zip::FFIEC CDR Call Schedule RIBI 09302024.txt; FFIEC CDR Call Bulk All Schedules 06302024.zip::FFIEC CDR Call Schedule RIBI 06302024.txt; FFIEC CDR Call Bulk All Schedules 09302024.zip::FFIEC CDR Call Schedule RIBI 09302024.txt,RIAD3588: current_ytd=9174; prior_ytd=6890; quarterly=2284 | RIADC893: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC895: current_ytd=3101; prior_ytd=1710; quarterly=1391 | RIADC897: current_ytd=33287; prior_ytd=10549; quarterly=22738,RIAD3589: current_ytd=0; prior_ytd=0; quarterly=0 | RIADC894: current_ytd=26; prior_ytd=14; quarterly=12 | RIADC896: current_ytd=148; prior_ytd=148; quarterly=0 | RIADC898: current_ytd=8; prior_ytd=0; quarterly=8,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,26413.0,20.0,26393.0,26393.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
723112,6672,FIFTH THIRD BANK NA,2008-12-31,CRE,FFIEC CDR Call Bulk All Schedules 09302008.zip; FFIEC CDR Call Bulk All Schedules 12312008.zip,FFIEC CDR Call Bulk All Schedules 09302008.zip::FFIEC CDR Call Schedule RIBI 09302008.txt; FFIEC CDR Call Bulk All Schedules 12312008.zip::FFIEC CDR Call Schedule RIBI 12312008.txt; FFIEC CDR Call Bulk All Schedules 09302008.zip::FFIEC CDR Call Schedule RIBI 09302008.txt; FFIEC CDR Call Bulk All Schedules 12312008.zip::FFIEC CDR Call Schedule RIBI 12312008.txt,RIAD3588: current_ytd=5636; prior_ytd=2842; quarterly=2794,RIAD3589: current_ytd=403; prior_ytd=403; quarterly=0,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,2794.0,0.0,2794.0,2794.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
694904,32541,FLAGSTAR BANK NATIONAL ASSN,2007-12-31,CI,FFIEC CDR Call Bulk All Schedules 09302007.zip; FFIEC CDR Call Bulk All Schedules 12312007.zip,FFIEC CDR Call Bulk All Schedules 09302007.zip::FFIEC CDR Call Schedule RIBI 09302007.txt; FFIEC CDR Call Bulk All Schedules 12312007.zip::FFIEC CDR Call Schedule RIBI 12312007.txt; FFIEC CDR Call Bulk All Schedules 09302007.zip::FFIEC CDR Call Schedule RIBI 09302007.txt; FFIEC CDR Call Bulk All Schedules 12312007.zip::FFIEC CDR Call Schedule RIBI 12312007.txt,RIAD4638: current_ytd=0; prior_ytd=0; quarterly=0,RIAD4608: current_ytd=0; prior_ytd=0; quarterly=0,Q1: quarterly=YTD; Q2-Q4: quarterly=current YTD-prior-quarter YTD; segment NCO=quarterly charge-offs-quarterly recoveries,0.0,0.0,0.0,0.0,True,True,Batch 1 acceptance repair operator,PASS,Direct FFIEC archive members and values were inspected; raw-to-standard and recomputed-to-panel traces agree.,"This is a fixed random 100-observation source-document sample, not evidence that all unreviewed reporting-detail changes are absent."
